S.NO,States/UT,2020
1,Kerala,94
2,Lakshadweep,91.85
3,Mizoram,91.33
4,Goa,88.22
5,Tripura,87.22
6,Daman & Diu,87.1
7,Andaman & Nicobar,86.63
8,Delhi,86.21
9,Chandigarh,86.05
10,Puducherry,85.85
